Date,Price,Open,High,Low,Vol.,Change %,Gini,Kvalue,Standard_Deviation,Skewness,Kurtosis
2017-08-15,4161.7,"4,327.9","4,436.5","3,837.1",211.58K,-3.84%,0.8031091379027705,0.8203060380479735,114.89389452869867,0.9249070252526571,-0.5056290781348155
2017-08-16,4387.4,"4,161.7","4,398.1","3,938.6",112.90K,5.42%,0.8038300837428842,0.8203803224472923,132.77222224536249,0.748487189758329,-1.120139448166442
2017-08-17,4278.9,"4,387.4","4,487.5","4,194.1",127.48K,-2.47%,0.8038882416647319,0.8208677685950413,103.00211162870747,0.8398415416288804,0.9837966433177314
2017-08-18,4105.4,"4,278.9","4,362.7","3,978.3",144.40K,-4.06%,0.8042834085507511,0.8209417596034696,53.47712595094389,-0.4736236132270429,0.8978211287662768
2017-08-19,4150.5,"4,105.4","4,189.7","3,957.5",113.72K,1.10%,0.8041201524548277,0.8210156895127994,59.21427192808379,-0.5922978033853542,-0.5627298040733612
2017-08-20,4066.6,"4,150.5","4,182.3","4,034.4",70.16K,-2.02%,0.8040675158866015,0.8210895583986794,119.05048088929618,1.3361152316311151,2.1833901126119173
2017-08-21,4005.1,"4,066.6","4,097.3","3,966.9",90.65K,-1.51%,0.8039409378534046,0.8211633663366337,152.7623088329448,0.2019971187768337,-2.275529753389481
2017-08-22,4089.7,"4,005.1","4,142.7","3,612.2",169.14K,2.11%,0.8038888886345922,0.8208247422680413,128.1951130112661,-0.6230006870328181,-2.7250970658629785
2017-08-23,4141.1,"4,089.7","4,255.6","4,070.5",96.65K,1.26%,0.8037364087088382,0.8208985985160758,92.832187305755,-2.059920036090847,4.325898849755805
2017-08-24,4318.4,"4,141.1","4,364.1","4,111.7",72.36K,4.28%,0.8041375343379376,0.8213844252163165,26.282370516570797,0.029680880966272413,0.7931345098321856
2017-08-25,4364.4,"4,318.4","4,461.7","4,292.6",82.90K,1.07%,0.8039738766242385,0.8210461285008237,106.06562591136556,2.0982454852504455,4.471912739061757
2017-08-26,4352.3,"4,364.4","4,379.3","4,263.3",46.16K,-0.28%,0.8038476514624606,0.8211198023878139,125.7809325771173,0.5363653086998108,-3.197032227918624
2017-08-27,4345.8,"4,352.3","4,408.2","4,321.1",42.52K,-0.15%,0.803775984957513,0.8211934156378601,160.35084970142435,0.001276844992159369,-1.7039699016608505
2017-08-28,4390.3,"4,345.8","4,403.1","4,195.2",75.49K,1.03%,0.8036101575886625,0.820855614973262,197.34591964357375,0.2629094253852078,0.3754564117139907
2017-08-29,4597.3,"4,390.3","4,647.8","4,350.2",100.80K,4.71%,0.8041721513105796,0.8213404605263158,149.2093395199094,1.386376246256698,1.0662371084969173
2017-08-30,4583.0,"4,597.3","4,644.1","4,491.8",68.47K,-0.31%,0.80403383174971,0.8214138923140156,147.13844840818322,1.3762305221165474,1.1467350073958624
2017-08-31,4735.1,"4,583.0","4,765.1","4,580.1",72.29K,3.32%,0.8042837940288361,0.8214872637633525,240.21221451035365,-0.49327941486856874,1.0354581123793665
2017-09-01,4921.9,"4,735.1","4,925.2","4,690.2",102.01K,3.94%,0.8047137595592432,0.8219712525667351,246.09130013059922,0.5937978816056156,0.6018002785992979
2017-09-02,4573.8,"4,921.9","4,976.5","4,448.6",160.77K,-7.07%,0.806059909833919,0.8224548440065682,153.7341861785116,-1.007379582172201,-0.7333943280083789
2017-09-03,4612.9,"4,573.8","4,719.8","4,397.7",102.82K,0.86%,0.8058871998513738,0.8225276979893311,163.67561822082484,-1.0009738149551486,-1.0172094928258855
2017-09-04,4267.5,"4,612.9","4,621.0","4,098.6",170.40K,-7.49%,0.8071813914331806,0.8230106644790812,168.17209043111072,0.2331874027169132,-2.8052589917184236
2017-09-05,4409.1,"4,267.5","4,496.7","4,004.6",158.41K,3.32%,0.8073451629554671,0.8234932349323493,151.58258475157876,0.4274162863982504,-3.10470514856186
2017-09-06,4618.7,"4,409.1","4,660.0","4,401.5",110.93K,4.75%,0.8078498406206667,0.8235655737704918,181.28863174498798,0.43891458946150524,-2.982485199705932
2017-09-07,4635.6,"4,618.7","4,690.5","4,493.2",70.53K,0.37%,0.807703822003604,0.8236378533387956,166.28637947820798,1.7322704010901377,3.2873225360370335
2017-09-08,4326.5,"4,635.6","4,699.6","4,130.9",180.36K,-6.67%,0.8087373900661448,0.8241195741195741,74.50736876290381,-0.1851676241453481,-1.6968646246614725
2017-09-09,4335.1,"4,326.5","4,402.1","4,185.3",77.09K,0.20%,0.8086460655881013,0.8241915677445764,176.89022584634827,-1.522753520737923,2.8269583720436393
2017-09-10,4245.9,"4,335.1","4,338.1","4,032.1",108.08K,-2.06%,0.8085832046450565,0.8242635024549918,421.0069738139429,-1.6392856577384372,2.391532183815032
2017-09-11,4217.9,"4,245.9","4,364.4","4,134.6",88.76K,-0.66%,0.8084117097565552,0.8239263803680982,392.9492842594003,-0.8909163713581171,0.30178433438395186
2017-09-12,4158.9,"4,217.9","4,387.8","4,075.0",107.04K,-1.40%,0.8082660760457869,0.8239983646770237,332.30090279741336,-0.4892012539214709,1.3808010505016135
2017-09-13,3870.3,"4,158.9","4,174.6","3,752.0",186.54K,-6.94%,0.8091605142870415,0.8244789538210053,235.5282424678128,-1.6478056368234448,3.500377488898105
2017-09-14,3243.1,"3,870.3","3,930.7","3,219.0",317.59K,-16.21%,0.8118531474509638,0.8257761437908496,303.60657601569903,-0.2861127115826182,2.0276858619279103
2017-09-15,3713.8,"3,243.1","3,824.4","2,979.9",448.55K,14.51%,0.8136249021559994,0.8266639444671294,179.7480375413742,1.1975114907491946,0.04595416768935342
2017-09-16,3698.9,"3,713.8","3,893.7","3,551.8",169.36K,-0.40%,0.813492357553205,0.826734693877551,169.88385738490572,0.5373951178117199,-0.5704811851119658
2017-09-17,3689.6,"3,698.9","3,796.6","3,485.8",96.07K,-0.25%,0.8133976835355406,0.8263973888208895,191.294947659302,0.22665398984441598,-0.9108444404025752
2017-09-18,4100.3,"3,689.6","4,122.8","3,689.0",147.93K,11.13%,0.8148112105975206,0.8272838499184338,211.72037455090427,0.13868596795520813,-1.6422718837679195
2017-09-19,3908.0,"4,100.3","4,120.7","3,852.2",123.22K,-4.69%,0.8151295665899798,0.8277619241744802,144.33124401866567,-0.23104233626943976,-2.9441516486953616
2017-09-20,3882.2,"3,908.0","4,053.0","3,846.8",86.65K,-0.66%,0.8149643260892627,0.8274246128769356,120.47229141996078,0.7633281931395061,-1.352055599442636
2017-09-21,3617.3,"3,882.2","3,912.8","3,576.5",145.13K,-6.82%,0.8156144252864528,0.8279022403258656,139.11490574333124,1.0418631507211296,-0.1319294471271585
2017-09-22,3600.8,"3,617.3","3,753.5","3,505.8",114.72K,-0.45%,0.8154767779318162,0.8279723127035831,142.14057478417476,-0.18805953193108138,-2.265812596866194
2017-09-23,3788.0,"3,600.8","3,813.4","3,563.2",67.82K,5.20%,0.8157571498633194,0.828042328042328,203.2172310606925,0.8522507029734896,1.2880338089996133
2017-09-24,3667.5,"3,788.0","3,790.9","3,633.9",49.66K,-3.18%,0.8157670306836747,0.8281122864117169,227.9832515777737,-0.31106739412377,-1.2107537718112376
2017-09-25,3932.8,"3,667.5","3,971.5","3,665.7",100.20K,7.23%,0.8163918839504113,0.8285888572590484,155.07556867531963,-0.609794158882655,-3.063021382075297
2017-09-26,3892.7,"3,932.8","3,982.3","3,858.8",63.25K,-1.02%,0.816219309812017,0.8282520325203252,170.01165254173975,-1.1183933740059395,2.5620473786676166
2017-09-27,4212.2,"3,892.7","4,232.4","3,882.1",117.60K,8.21%,0.8170826601100158,0.829134498171475,105.16833173523595,0.6195820679138084,-2.688372425497098
2017-09-28,4195.6,"4,212.2","4,274.6","4,112.9",92.23K,-0.39%,0.8169471223782213,0.8287977254264826,113.37961456969408,-0.5345796499360063,-3.0941691740750525
2017-09-29,4172.8,"4,195.6","4,237.5","4,030.4",97.80K,-0.54%,0.8167908218804687,0.8288672350791717,95.29472703131184,-1.5169151342134843,2.1711200697834507
2017-09-30,4360.6,"4,172.8","4,383.3","4,164.3",67.49K,4.50%,0.8170466541786505,0.8289366883116883,76.7171884258816,-1.1829946635976272,0.8378583150272796
2017-10-01,4403.1,"4,360.6","4,412.6","4,258.3",60.58K,0.97%,0.8168747775889339,0.8290060851926978,76.0319866896313,-0.7119111934863068,-0.043022407505085646
2017-10-02,4401.3,"4,403.1","4,477.4","4,364.7",71.20K,-0.04%,0.8168958746027386,0.8290754257907542,69.73044528735123,-0.8409228897567511,0.8700392156894795
2017-10-03,4314.2,"4,401.3","4,436.0","4,230.7",81.87K,-1.98%,0.8167942066101452,0.8287393595460073,80.04957838722359,-0.2518920246045433,0.6453386735209179
2017-10-04,4218.7,"4,314.2","4,355.3","4,183.6",64.08K,-2.21%,0.8167141302039296,0.828808752025932,146.29400192752914,0.6852888714505072,0.9034392109423095
2017-10-05,4321.4,"4,218.7","4,365.8","4,143.4",63.61K,2.44%,0.8166531888153287,0.8288780882948563,188.31182384537442,0.8199780748283425,-0.8573105330349632
2017-10-06,4371.9,"4,321.4","4,422.1","4,296.9",61.69K,1.17%,0.8164857096715616,0.8289473684210527,185.0802069373462,-0.20190346997996406,-2.6840466110753565
2017-10-07,4435.8,"4,371.9","4,472.9","4,319.5",40.20K,1.46%,0.8163345272769073,0.8290165924726831,159.31276471133907,-1.1482920985199476,0.26159055560723604
2017-10-08,4611.7,"4,435.8","4,622.9","4,419.4",71.37K,3.97%,0.8165302136460847,0.8290857605177994,318.02100087882565,1.86952598699817,3.932253477155392
2017-10-09,4777.5,"4,611.7","4,875.4","4,556.1",110.19K,3.59%,0.8166816054607402,0.829154872624343,415.8847496602509,0.7312640710684009,-2.5310815800510382
2017-10-10,4763.4,"4,777.5","4,930.0","4,722.8",98.49K,-0.30%,0.8165611563882755,0.8292239288601455,479.8244397693485,-0.2535559498949095,-2.7605277628223193
2017-10-11,4824.2,"4,763.4","4,874.9","4,718.6",70.48K,1.28%,0.8164044976775231,0.8292929292929293,393.4392799403343,-1.5793866838887411,2.5816840909065633
2017-10-12,5432.6,"4,824.2","5,432.6","4,815.0",163.92K,12.61%,0.8185424526973686,0.8301696284329564,149.70758163823325,-1.0634730931605743,1.3510064279027993
2017-10-13,5637.3,"5,432.6","5,852.8","5,392.0",215.02K,3.77%,0.8188276109331696,0.8306419055308841,91.39015264221995,0.3801856074524785,-1.362927734727279
2017-10-14,5824.7,"5,637.3","5,839.6","5,568.9",76.22K,3.33%,0.8190371167795173,0.8307102502017756,105.28929195301988,0.2202634847264902,-1.9609148393159839
2017-10-15,5688.1,"5,824.7","5,862.7","5,448.2",101.64K,-2.34%,0.8190603287224659,0.8307785397337637,75.69086470617373,-0.04843939262071357,-1.7893218831906534
2017-10-16,5759.3,"5,677.4","5,795.3","5,576.1",61.36K,1.25%,0.8189142284983733,0.8308467741935484,167.32351000372972,1.2385209321216002,1.4320808574633286
2017-10-17,5598.6,"5,759.3","5,773.3","5,521.1",65.64K,-2.79%,0.8190167090582386,0.8309149536477227,210.85520624345074,0.40905040438402906,-3.1096330310328217
2017-10-18,5575.8,"5,598.6","5,601.3","5,114.9",122.02K,-0.41%,0.8188662569245458,0.83058017727639,200.4752977300893,-0.8089806084278723,-2.1211557608857894
2017-10-19,5698.6,"5,576.7","5,737.4","5,517.6",83.06K,2.20%,0.8188422993360157,0.8306484091824407,128.49152890353403,-1.7609444755660406,2.9627319601638695
2017-10-20,5993.1,"5,698.6","6,075.3","5,611.4",123.86K,5.17%,0.8194739755118569,0.8311191626409018,208.91388895898666,-2.0444171536979074,4.224622330244562
2017-10-21,6006.6,"5,993.1","6,187.2","5,874.5",112.94K,0.23%,0.8193615200843533,0.8311871227364185,205.91583960435872,-1.0609253642295295,0.0237814051883601
2017-10-22,5982.9,"6,006.6","6,070.6","5,723.0",105.03K,-0.40%,0.8192096952735475,0.830852775543041,186.03551542640477,-1.1494185343590289,0.7385605653182393
2017-10-23,5903.6,"5,982.9","6,049.0","5,644.2",137.14K,-1.32%,0.8190745090207621,0.8309207880981102,156.96958941135165,-1.0989866345593795,1.12184985317964
2017-10-24,5513.1,"5,903.6","5,904.6","5,463.4",143.74K,-6.62%,0.8200993285965222,0.8313906752411575,135.0850917013734,-0.8776586125674505,2.2156295509564075
2017-10-25,5734.0,"5,513.1","5,748.0","5,375.6",105.84K,4.01%,0.82040477591652,0.831860184813178,177.3946955237609,1.6079518650881814,2.2504897463319637
2017-10-26,5887.6,"5,734.0","5,970.4","5,689.9",93.68K,2.68%,0.8204611567355553,0.8319277108433735,197.22141617980404,0.24726380913185644,-2.940098679436586
2017-10-27,5764.6,"5,887.6","5,997.8","5,692.3",83.93K,-2.09%,0.8204229742955343,0.8319951826575672,300.73766475113666,0.2545547004702539,-1.2812605890330506
2017-10-28,5726.6,"5,764.6","5,871.0","5,654.8",53.23K,-0.66%,0.8202537681416012,0.8320626003210272,380.09894369751487,-0.0039082275118349705,-0.029432789903696726
2017-10-29,6147.5,"5,726.6","6,295.4","5,679.4",163.06K,7.35%,0.821356310742335,0.8325310870437224,387.2049160327976,0.4752861015041111,-1.59643662281299
2017-10-30,6124.3,"6,147.7","6,226.2","6,019.0",78.62K,-0.38%,0.8212088147917547,0.8321972734562951,419.711511636225,-0.42456429287256103,-1.314087820172362
2017-10-31,6451.2,"6,124.3","6,467.2","6,090.8",101.25K,5.34%,0.8219011278184776,0.8326653306613226,357.56738945262344,-0.43656259798906333,-0.8027991366197919
2017-11-01,6737.8,"6,449.1","6,738.7","6,355.0",133.19K,4.44%,0.8224199483701,0.8331330128205128,268.00847934340317,-0.7430556243112331,-0.300789516194713
2017-11-02,7024.8,"6,737.8","7,339.9","6,737.8",238.80K,4.26%,0.8229284607831102,0.8336003203844613,194.46613329822574,0.10434738023931554,-2.7235988649488565
2017-11-03,7152.1,"7,024.8","7,445.6","6,938.9",154.89K,1.81%,0.8228858887788627,0.8336669335468374,181.83442193370118,-0.08336071804871556,-1.8243325459424444
2017-11-04,7363.8,"7,147.0","7,492.2","6,957.8",106.60K,2.96%,0.8231056350699626,0.833733493397359,210.00935217261883,-0.777015914713345,-1.7502925377957759
2017-11-05,7389.5,"7,363.8","7,599.4","7,284.3",105.73K,0.35%,0.8229547940418672,0.8338,204.8781345091838,0.17461006927954914,-2.158523450363114
2017-11-06,6959.2,"7,389.5","7,429.7","6,934.7",159.69K,-5.82%,0.8239972724943674,0.834266293482607,318.945525129236,-0.5200567693166207,1.3603335961038059
2017-11-07,7102.8,"6,959.3","7,222.4","6,957.8",101.05K,2.06%,0.8239889976566129,0.8343325339728218,451.1806068526938,-0.3247167801060534,-1.7681461146739406
2017-11-08,7444.4,"7,102.2","7,869.1","7,027.0",220.22K,4.81%,0.8246593758282935,0.8347982421094686,624.0682278404872,0.03512591588504627,-1.3300704745122982
2017-11-09,7129.6,"7,444.4","7,457.1","7,040.8",126.77K,-4.23%,0.8252147079319856,0.8352635782747604,450.77763586935805,0.16607268290273655,1.3381021011491587
2017-11-10,6565.8,"7,129.6","7,319.0","6,406.0",222.00K,-7.91%,0.8266960724160051,0.836127744510978,298.1063602138807,-1.693594734571717,2.6958206774066795
2017-11-11,6339.9,"6,565.8","6,821.5","6,197.9",135.72K,-3.44%,0.8269155437525251,0.8361931364724661,508.13629864433744,0.5137922868484849,1.5123153172532007
2017-11-12,5878.1,"6,339.9","6,490.5","5,493.6",269.83K,-7.28%,0.8279600100690583,0.8366573593936977,759.6408309194325,0.26897087947275744,-0.579808982768288
2017-11-13,6522.5,"5,878.1","6,760.1","5,828.3",178.34K,10.96%,0.8296430914000649,0.8375199362041468,613.6697279481567,-0.15485054109898064,-2.850080741847263
2017-11-14,6597.1,"6,522.5","6,728.6","6,419.2",96.50K,1.14%,0.8294838354292142,0.8375846950976484,522.0111943243782,-1.4191013465330187,1.4013643982156918
2017-11-15,7283.2,"6,597.1","7,330.1","6,596.9",131.12K,10.40%,0.831258912007647,0.8384462151394423,281.12269029724894,-1.0994309911048328,2.0313220427070937
2017-11-16,7853.7,"7,283.0","7,964.6","7,119.2",133.94K,7.83%,0.8325702434659149,0.8393070489844683,219.37948172051594,0.7859278107276159,-0.6029910441458372
2017-11-17,7700.0,"7,853.7","8,000.2","7,534.7",117.35K,-1.96%,0.8325415483993858,0.8393710191082803,227.05913987320992,-0.1918013229288428,-2.044980401888278
2017-11-18,7780.9,"7,700.0","7,857.5","7,458.9",74.38K,1.05%,0.8323847919367615,0.8394349383207322,188.583172632028,-1.1727623835238263,1.2422808070661968
2017-11-19,8042.6,"7,781.0","8,100.9","7,675.4",68.62K,3.36%,0.8326484953087414,0.8394988066825775,107.43236476947217,0.2622380033368244,-2.9033265198646956
2017-11-20,8244.7,"8,042.6","8,294.1","7,947.3",75.70K,2.51%,0.8327361830431659,0.8395626242544731,99.33759107186324,-0.9016691125590872,-0.9618859010729702
2017-11-21,8100.0,"8,245.9","8,368.4","7,819.1",115.45K,-1.76%,0.8326804299802356,0.8396263910969793,289.5221183259758,1.735209982632086,3.3826040685247682
2017-11-22,8234.5,"8,099.9","8,304.4","8,091.6",65.81K,1.66%,0.8326023191836875,0.8396901072705603,531.8237612216653,1.077972592084365,0.04634008462317377
2017-11-23,8013.4,"8,234.5","8,266.5","8,012.4",68.01K,-2.69%,0.832735070752102,0.8397537728355838,727.8992100558687,0.2420082963910133,-2.0400968701892133
2017-11-24,8200.8,"8,013.4","8,332.9","7,900.2",73.00K,2.34%,0.8327734449017266,0.8402143707820564,705.6803823261315,-0.5654113198442408,-1.301999069047336
2017-11-25,8754.7,"8,203.5","8,762.0","8,153.7",84.67K,6.75%,0.8339343463774771,0.8406746031746032,479.9326233961931,-1.2421459305862756,0.6109546956546813
2017-11-26,9318.4,"8,754.6","9,474.6","8,746.6",85.89K,6.44%,0.8350924483190107,0.8415311384371281,253.64423510095926,-1.7137186844458012,3.0033440609984745
2017-11-27,9733.2,"9,318.4","9,733.6","9,316.8",106.90K,4.45%,0.8357563340599035,0.8419904837430611,456.89618842790543,2.058629716738689,4.4117957740180955
2017-11-28,9906.0,"9,732.6","9,969.6","9,638.2",87.76K,1.78%,0.8357394938891022,0.8420531113753469,544.0495813801775,0.5901353552008433,-3.2682093246247717
2017-11-29,9837.9,"9,906.0","11,417.8","8,938.7",233.33K,-0.69%,0.8355715127063983,0.8417194928684628,629.2073243374908,-0.36388362280096787,-2.7395677671445218
2017-11-30,9946.8,"9,848.0","10,689.1","9,023.8",187.01K,1.11%,0.8354386432465786,0.8417821782178218,622.98868127755,-0.9136173844933398,1.5435349091176604
2017-12-01,10861.5,"9,947.1","10,942.8","9,420.9",131.92K,9.20%,0.837636917810865,0.8430324623911323,380.0452630936708,0.04956861029578527,-2.9253140942062803
2017-12-02,10912.7,"10,861.5","11,175.2","10,715.5",86.83K,0.47%,0.837469824383613,0.8426988523941432,1110.816080636183,1.806615832783968,3.6307870705661998
2017-12-03,11246.2,"10,912.7","11,851.1","10,578.4",122.13K,3.06%,0.8378471753438902,0.8431566455696202,2352.0756273980464,1.4509501013838715,1.443603104396099
2017-12-04,11623.9,"11,244.2","11,624.6","10,917.8",93.17K,3.36%,0.8383382955125427,0.8436140767101621,2422.1422945400845,0.19000047545002344,-2.720279894826193
2017-12-05,11667.1,"11,624.4","11,901.9","11,486.1",89.69K,0.37%,0.8381771350708902,0.8432806324110672,2033.3918203336752,-0.6427067487310235,-0.24264991102015307
2017-12-06,13749.6,"11,667.1","13,843.2","11,661.8",191.58K,17.85%,0.8436520934193218,0.8461082576056895,1186.5750797989526,0.034263117644545295,-0.4933718694676597
2017-12-07,16850.3,"13,750.1","16,879.3","13,401.6",297.11K,22.55%,0.8513648826436561,0.8497235387045814,927.4110075904235,-0.21088669286384001,-2.8439464878619005
2017-12-08,16047.6,"16,868.0","17,294.8","13,906.1",286.76K,-4.76%,0.8527329662975583,0.8505724437425977,990.565386534319,-0.06992222124563276,-2.601428437013053
2017-12-09,14843.4,"16,048.2","16,313.2","13,151.5",181.98K,-7.50%,0.8550227586910548,0.8518153117600631,1001.9627902272041,-0.29151679103277434,-2.7290770536166975
2017-12-10,15059.6,"14,840.0","15,783.2","13,031.0",201.62K,1.46%,0.8550057334440708,0.8518737672583827,768.9433938853235,-1.3991260773998684,2.4782290377351317
2017-12-11,16732.5,"15,060.5","17,399.2","15,024.6",159.73K,11.11%,0.8582542220612921,0.8539037854889591,524.4842676381003,0.7384742635780921,-0.345085214920239
2017-12-12,17083.9,"16,733.3","17,560.7","16,254.5",132.85K,2.10%,0.8584650028000231,0.853961371698857,1227.3899653328879,1.3328891820032254,1.673209735775649
2017-12-13,16286.8,"17,083.9","17,268.0","15,669.9",155.41K,-4.67%,0.8596021336202281,0.8548069345941687,1421.4797511747618,0.14441660138227755,-2.8731805676720925
2017-12-14,16467.9,"16,286.8","16,941.1","16,023.6",107.92K,1.11%,0.8595103910259411,0.854864119732178,1221.7675507230708,-1.0128115241048483,-0.6594167621215389
2017-12-15,17604.8,"16,467.9","17,987.0","16,442.2",153.65K,6.90%,0.8613264637844416,0.8557086614173228,867.8234209790882,-0.49653271736092336,-3.104529096863803
2017-12-16,19345.5,"17,594.1","19,587.7","17,318.5",112.17K,9.89%,0.8642997602640915,0.8573396300669027,1235.8011563353755,-0.9497435454104147,-1.0095780151812168
2017-12-17,19065.7,"19,346.6","19,870.6","18,750.9",117.41K,-1.45%,0.8643324452081652,0.8577891424075531,1515.031777884499,-0.17545599411296736,-2.265063965564386
2017-12-18,18972.3,"19,065.7","19,221.1","18,114.4",139.25K,-0.49%,0.8641633441603356,0.8574518285489579,1996.2560699970043,-0.2572934454382144,0.06258560850192059
2017-12-19,17523.7,"18,971.2","19,022.0","16,812.8",174.54K,-7.64%,0.8663865182339086,0.8590801886792453,1550.5453598653294,0.06962990382484757,-1.4503679074857487
2017-12-20,16462.0,"17,521.7","17,813.6","15,642.7",227.68K,-6.06%,0.867784882466898,0.8599214145383104,1217.0846096307012,0.6476419838887628,-1.7599099094450306
2017-12-21,15632.1,"16,461.1","17,301.8","14,953.0",163.74K,-5.04%,0.8687151024165218,0.860369206598586,815.1778069844181,1.6663795883553418,2.5364421349609785
2017-12-22,13665.0,"15,632.1","15,823.7","10,875.7",466.98K,-12.58%,0.8716246042034105,0.8619945033372596,867.6492592055415,1.7265834908219815,2.814701272369367
2017-12-23,14396.5,"13,665.0","15,493.2","13,356.1",170.17K,5.35%,0.8722972554371409,0.8628335949764521,905.832265378044,0.4040688442308715,-2.670215716110302
2017-12-24,13790.0,"14,396.6","14,413.7","12,166.5",182.42K,-4.21%,0.8727515558389409,0.8628874068262065,905.6857661462495,0.4020509283830866,-2.6693463329962643
2017-12-25,13833.5,"13,790.0","14,467.4","13,010.7",107.48K,0.32%,0.8726112389439182,0.8629411764705883,798.163050385018,0.31458283622192607,-2.009303818867585
2017-12-26,15756.6,"13,830.2","16,094.7","13,748.5",143.14K,13.90%,0.8751824968654812,0.864562916503332,1256.5811374519044,-1.0207481525304956,1.1244454842969134
2017-12-27,15416.6,"15,757.0","16,514.6","14,534.7",138.71K,-2.16%,0.8752218287750504,0.864615987460815,1052.2774838415621,-0.6362034293205665,1.375107059438978
2017-12-28,14398.7,"15,416.3","15,505.5","13,466.1",170.37K,-6.60%,0.8762368706971704,0.8654524089306699,777.5241713284141,-0.9810608198231663,0.3246186124168406
2017-12-29,14392.6,"14,398.5","15,109.8","13,951.1",118.88K,-0.04%,0.8762140731220418,0.865113547376664,865.8910930364948,-0.6170680060678848,-0.13694953854646266
2017-12-30,12531.5,"14,392.1","14,461.5","11,962.1",182.07K,-12.93%,0.8784628551580846,0.8667318982387475,1046.3767892111966,-0.24535856377697984,-1.0716493639691247
2017-12-31,13850.4,"12,532.4","14,241.8","12,359.4",111.27K,10.52%,0.8798097339902595,0.8675665101721439,789.1210154342131,-0.5633256106766491,-2.348957821136114
2018-01-01,13444.9,"13,850.5","13,921.5","12,877.7",78.43K,-2.93%,0.8798900494662603,0.8676183026984747,1255.874932069238,0.3875549262431773,1.732084784736151
2018-01-02,14754.1,"13,444.9","15,306.1","12,934.2",137.73K,9.74%,0.8811559218350086,0.8684519155590305,1129.094839683497,0.5235101439585899,-3.0260638958522983
2018-01-03,15156.6,"14,754.1","15,435.0","14,579.7",106.54K,2.73%,0.8812176070291127,0.8688940992575225,952.0756718874283,-0.0851591977773267,-2.889142227532566
2018-01-04,15180.1,"15,156.5","15,408.7","14,244.7",110.97K,0.15%,0.881123566229632,0.8685546875000001,1000.7573517091434,-0.15212843779265897,-2.8025108522742737
2018-01-05,16954.8,"15,180.1","17,126.9","14,832.4",141.96K,11.69%,0.8829544083996983,0.8697774306911363,1104.0623012311848,-0.22419320649928356,-2.8708275476354905
2018-01-06,17172.3,"16,954.8","17,252.8","16,286.6",83.93K,1.28%,0.88283203771897,0.8698282591725215,1028.7302333458977,1.0184916139765494,-0.7359764020086388
2018-01-07,16228.2,"17,174.5","17,184.8","15,791.1",79.01K,-5.50%,0.8835108771404141,0.870269215762778,957.4072477268563,-0.15727769263754426,1.8089551100093644
2018-01-08,14976.2,"16,228.3","16,302.9","13,902.3",142.45K,-7.71%,0.8845454002217705,0.8710998439937597,687.3982346499866,-0.6668986311910118,-2.4048054243383405
2018-01-09,14778.5,"14,976.2","15,324.6","14,613.4",71.40K,-1.32%,0.8844053580248248,0.871150097465887,619.726918085635,-0.05403038286600088,-1.826030884029887
2018-01-10,15043.0,"14,778.5","15,045.4","13,613.1",87.07K,1.79%,0.8843104640637478,0.8712003117692908,602.8830068926484,1.1999913163343403,0.9496198319511583
2018-01-11,13535.4,"15,046.7","15,109.1","13,048.3",167.81K,-10.02%,0.8856121286460555,0.8720296065446046,291.1144019108695,1.3059555599367918,1.8034596082653707
2018-01-12,13886.7,"13,529.2","14,176.4","13,410.0",82.37K,2.60%,0.8855816694036924,0.8720794392523364,1157.7034624634791,-1.9800421051013772,4.218521673826307
2018-01-13,14292.2,"13,896.0","14,640.7","13,888.2",61.14K,2.92%,0.885597860637594,0.8721292331646555,1455.5626139056797,-0.484087988239682,-3.050121966117191
2018-01-14,13695.2,"14,291.9","14,446.1","13,094.7",85.12K,-4.18%,0.8858004296968479,0.872568093385214,1332.2621915373638,0.5989817576021919,-3.3198718029926635
2018-01-15,13697.5,"13,695.5","14,396.6","13,475.4",73.27K,0.02%,0.8858149065489915,0.8722287047841306,1062.5846540393577,2.1298015731656155,4.597262615674237
2018-01-16,11362.0,"13,704.4","13,711.0","10,050.7",317.10K,-17.05%,0.8880218621670704,0.8738335925349923,693.2569170227891,1.9925344319481222,4.055141897213434
2018-01-17,11192.3,"11,357.7","11,769.6","9,271.3",361.80K,-1.49%,0.8878632782685293,0.8738826272833269,676.8876442955226,1.8270139637868184,3.573679007418908
2018-01-18,11245.4,"11,202.0","12,004.7","10,660.2",242.45K,0.47%,0.8877308201641988,0.8735431235431235,749.5579917524345,1.3441980343877948,2.5006197139295003
2018-01-19,11580.2,"11,229.6","11,973.2","10,901.5",170.74K,2.98%,0.8876692498122324,0.8735922330097088,806.7613866565149,1.245042053028913,1.6300349770258624
2018-01-20,12858.9,"11,579.2","13,082.2","11,567.3",143.90K,11.04%,0.8885473755603085,0.8744177018633541,808.0033459088787,1.3966633504189934,2.07188103760913
2018-01-21,11594.9,"12,857.1","12,860.2","11,164.5",206.96K,-9.83%,0.8893761788005394,0.8748544819557624,324.0344626732568,0.11326667415250702,-2.4910330211175817
2018-01-22,10864.8,"11,597.5","11,970.9","10,136.8",201.73K,-6.30%,0.8896454342395146,0.8752909231962762,239.143465308896,0.563804774182017,-0.5968672975086639
2018-01-23,10903.2,"10,869.0","11,438.0","10,056.6",188.37K,0.35%,0.8895351890053685,0.8749515316013958,237.62650735965013,-0.34596178625202345,-1.2833939042528246
